timestamp,src_ip,dst_ip,src_port,dst_port,txid,geo_country,asn
2025-03-07T04:00:00Z,15.70.136.226,165.8.71.181,52153,80,05c504e9e5d3dea1eeacc96177e653af3982ec98d5c31a7a967515cfee1f7b14,FR,AS7140
2025-12-05T20:00:00Z,145.231.188.109,202.157.33.95,63662,443,a6db93bb15f6e0740ab0a90485bfea8b230d32791752afc2bd68cd3ce1e2ab5b,IN,AS25260
2025-02-18T02:57:00Z,34.204.29.182,113.76.148.20,53181,18332,518ffc69fdab3f7ec563cedc3d56e22f946f30e78a2a4728246363e385162bf4,CA,AS19231
2026-01-18T00:55:00Z,78.249.185.238,129.50.209.104,50603,8332,cedab2e99f1455efc91d0cff61cf1b420f3bdf5a9fb56b487e9cb2c40ce7ceeb,AU,AS61443
2025-10-26T16:00:00Z,220.218.72.199,123.177.161.64,51008,8332,9d554ca1ef9092bf814aa68f7f945b9afe415a2f56e86ba4c171228ab6c7257f,CN,AS4003
2025-08-30T08:00:00Z,216.121.77.6,142.162.112.44,61711,8332,2fb542265a47644161129c7e2fe41e0c24096fe68ef71272144e5d6667d5a81d,FR,AS38837
2025-01-12T02:00:00Z,35.169.205.147,28.110.104.225,49478,8332,ff781830083471dde12c840ad4c3595942af3830777430c40b519cb581d17320,US,AS43590
2025-12-25T19:00:00Z,154.77.24.205,137.185.117.178,54616,18333,a31bab864e574a665b801ad9540f0df06fe39c043c87273f07fa7cfef45eed62,NL,AS59469
2025-09-10T13:00:00Z,6.4.170.237,215.156.44.209,60348,8332,7cb58fb799a39e2c00cb13b938603b872aca3df3fdd32687cc884b23abb41f7a,AU,AS7698
2025-08-06T19:00:00Z,116.183.245.95,128.153.250.81,55387,8332,bc24e5c58911672db57648d1d4c14e7736bb9093067a0531ab654d9d8acf0106,BR,AS16247
2025-08-25T06:00:00Z,118.202.84.118,1.75.102.227,54790,18333,38620e26915ee313c6328485e85397eafed59d0d2d5b2efea141610204d74c31,CN,AS45348
2025-04-27T03:00:00Z,151.220.181.25,92.29.84.88,64463,80,c5390496a15cef36972860e08e79d73cad59233702c1cc5649b8e1939cf22140,FR,AS51663
2025-11-06T11:01:00Z,178.188.185.227,34.165.251.172,49998,9735,6cc2e6827ab4f7955d3234f799b028c7fcde2dfa7ab4ce91ee925dc988503546,CH,AS24526
2025-01-04T10:00:00Z,15.45.248.134,167.93.82.177,57731,80,700dc4da3a36bc4c70b6a5d2630f46bcbdf87a3655f44843330804ff2d5ecc3f,GB,AS36713
2025-08-06T06:00:00Z,175.0.204.165,48.121.188.14,57977,8333,cb4470d01060b544987698fe8f863fe03333e4fafc933ca8b8cae2ac0feb77c2,IN,AS11189
2025-06-26T07:00:00Z,209.194.78.72,88.210.38.250,61072,8333,67eb2df766a2ce3291282985aa56618aea9d586dd08ab6b599111f9ac7d5f7eb,GB,AS50729
2025-04-22T10:41:28Z,48.132.84.113,7.206.209.123,50353,8333,d143f440de8722c5b0c217f381c183c652aeb9e2bdd1b49f655a5a7662d72578,NL,AS53895
2025-05-15T10:00:00Z,92.255.235.146,164.6.116.190,55788,18333,5f10d1fa883ad663060d5526f93ba35287d079852066945a183da933dbd95353,IN,AS19024
2025-10-02T00:20:00Z,211.120.33.142,114.58.1.208,59300,9735,82723e0a1f87d4624c84ab9139cb72292f1ec7d5f86fcd8d164124bfc0a61284,CA,AS25807
2025-06-22T01:05:00Z,54.25.92.253,59.216.158.26,55008,8332,803311a8d0d7efba1add9259a8918ca4d1df8dede329e4104b6844fa1b77a657,CN,AS24909
2025-01-03T01:00:00Z,81.127.33.82,201.88.21.66,50393,9735,86b3e08161daaf6ba596a350297b4faae72d10ee70b25e067032dfb889137921,BR,AS1425
2025-06-07T06:17:00Z,187.201.255.205,81.124.18.237,49939,8333,4fafaebcab2309fc081789838e1c76d0a8a16bdb30dac81771b45d936e54c9e9,RU,AS15446
2025-01-13T07:00:00Z,188.25.32.162,103.112.175.105,58166,8333,1062ddb5680ae88ac679ec5894b5feca9c829c0fa9642b3cc042a458a517fe83,GB,AS16247
2025-11-05T05:50:00Z,145.199.135.204,118.25.201.70,60674,9735,4c8096002a3e9161e4085008296b53a5a96c2f12a36afc435637469a39d5b2ad,CA,AS59028
2025-06-07T08:30:00Z,149.79.148.144,190.253.9.165,64768,9735,6fddf7c90ca39b4c7cc8e27cc12d33326ccbfd11dce643a5eb8128d8f2fc2c57,RU,AS3847
2025-10-01T06:00:00Z,220.51.181.93,80.33.222.243,59005,8332,c7b67db4847b3f8b324cf3dd8f7b48d5f279daa180a7b74083a6b7e5662e608b,SG,AS45348
2025-02-18T01:16:00Z,190.128.23.86,196.56.185.8,51563,443,be27e249e67053382e79e87b3090de11a27aaca100bd8394a484ffa55e72f516,CH,AS57785
2025-07-18T09:00:00Z,132.11.115.188,28.188.123.143,54999,9735,c12b7b824be71908bb8ce149655055b009639592d64f9f2bb729dda3740d7af3,CN,AS46753
2025-08-13T11:00:00Z,108.128.182.22,4.51.248.63,65371,8332,0c782a14df983fea539ce8db5f9e99702cc4c220b0ec507042ef8f86d8f6000e,BR,AS24526
2025-09-26T18:00:00Z,93.185.30.78,149.146.130.77,50337,18332,31c9d2807cb50863bd72b38cc0bd2c50fcc44a92a9f0249c1b0b2b6f3343a50d,KR,AS23059
2025-08-23T06:49:00Z,183.103.66.110,86.231.78.1,65405,443,6fe152ad6d1682b588897b61505737eacba173595c56df64686f0b401a8f0bfb,FR,AS15628
2025-01-06T17:00:00Z,3.94.106.211,7.15.54.86,62751,8333,e8e973373683205fa3892e40ce9bf5b7688e5dc086c88df992fc7ba7f01df67d,FR,AS28651
2025-08-23T00:51:00Z,3.143.79.208,212.107.123.209,56427,80,2ba0292257986cd6fef309d628d07c9d984059f916b8ec3629938cd8a5c10e3e,FR,AS61443
2025-03-27T00:00:00Z,158.49.219.82,167.16.98.179,58626,18333,f9ddf6e3bae7d3a5dc4c134b64687c5b505e496e79da047dc690c8e773e7f7cd,US,AS55355
2025-01-31T03:38:00Z,161.107.143.94,104.82.145.120,49883,18333,9201191196c5c3d8cad1d29af38cd57be8b32462095db89888a9aea64cac52e4,CA,AS7698
2025-11-04T16:16:00Z,145.199.135.204,2.0.170.235,65244,9735,5030eb9b232b4c2c59a6d720ea2b63fbd8d8c35388080f692255d0f8f5c1eeca,FR,AS59028
2025-11-19T06:00:00Z,42.212.17.8,29.104.218.96,53178,8333,6c170820c0fcc064fb49da1a74911f69c7f4cf0bbf6e04fd898133f96834a991,RU,AS39618
2025-04-20T12:00:00Z,123.112.224.232,35.8.120.166,65074,18332,6e9e8ce7db4b4a8fdbc5def7c10cf647550d02095702869be04949684e5ddfc2,RU,AS37178
2025-11-05T07:41:00Z,145.199.135.204,223.214.93.228,56267,8332,62c894fb6e56d80057d18771a9f1ed85b4f63b4bd9a227221b73d9bb7c63e55c,JP,AS59028
2025-05-21T02:00:00Z,147.212.104.78,175.86.246.253,62252,8333,229bfed96c784e9a4d2689b917e8ec123985910f5cdf537a548d23c5fd08f9ac,SG,AS53810
2025-01-30T16:00:00Z,161.107.143.94,188.89.180.12,50748,18332,77effd58483d48fec4be39cc050ea21078f883cdecc2a8a706ef543e7cf70ed8,JP,AS7698
